"标题","正文"
"黑色系全线下挫 螺纹钢跌停铁矿石跌逾6%","摘要            【黑色系全线下挫 螺纹钢跌停铁矿石跌逾6%】东方财富网23日讯，周五商品期货市场多数飘绿，黑色系集体下挫，截至收盘，橡胶、螺纹钢跌停，橡胶跌7.03%，螺纹钢跌7.01%，铁矿石跌6.42%，焦炭跌5.80%，热卷跌5.40%，焦煤跌4.43%，玻璃跌3.58%，沪镍跌3.07%，甲醇跌3.03%，PP、动煤、硅锰跌逾2%，沪锡、硅铁、塑料、沪铜、PVC、沪铅、PTA、沪铝跌逾1%；而涨幅方面，沪金涨1.37%，豆粕涨1.36%，苹果涨1.28%，豆一涨1.16%，菜粕涨1.09%。                             　　东方财富网23日讯，周五商品期货市场多数飘绿，黑色系集体下挫，截至收盘，橡胶、螺纹钢跌停，橡胶跌7.03%，螺纹钢跌7.01%，铁矿石跌6.42%，焦炭跌5.80%，热卷跌5.40%，焦煤跌4.43%，玻璃跌3.58%，沪镍跌3.07%，甲醇跌3.03%，PP、动煤、硅锰跌逾2%，沪锡、硅铁、塑料、沪铜、PVC、沪铅、PTA、沪铝跌逾1%；而涨幅方面，沪金涨1.37%，豆粕涨1.36%，苹果涨1.28%，豆一涨1.16%，菜粕涨1.09%。　　螺纹钢承压下行概率较大　　在供给侧结构性改革的驱动下，钢厂持续保持着较好利润，盈利钢厂数维持稳定。数据显示，截至3月16日当周，全国盈利钢厂数占85.28%，连续第十九周保持着这一比例。粗钢产量居高不下。数据显示，2月下旬，国内粗钢日均生产229.85万吨，环比2月上旬增加5.09万吨/天，日均生产处于今年以来最高水平，且已经接近去年10月中旬时的水平。　　前期，由于需求释放不能有效跟进，国内钢材库存不断累积，社会库存最高时达到1965.16万吨，为近五年来的次高水平，螺纹钢最高时达到1082.39万吨，为近五年来的最高水平。但随着节后需求的缓慢释放，库存开始被消化。数据显示，截至3月16日当周，国内钢材库存合计1947.99万吨，环比前一周减少17.17万吨，为今年以来第一周减少。其中，螺纹钢库存合计1073.24万吨，环比前一周减少9万吨，同样为今年以来库存累积后第一周减少。后期钢厂复产是大概率事件，若需求释放依然不能有效跟进，即需求恢复不及生产恢复力度，则钢材整体将继续承压，螺纹钢价格也会下行。　　节后需求不足令螺纹钢库存持续累积，导致螺纹钢期货不断承压下行。主力合约1805跌破去年12月低点3740元/吨后，呈现一路下探之势。高库存压力下，需求不足叠加钢厂后期的复产需求，短期螺纹钢继续走低的概率较大。　　甲醇市场强势或难以为继　　数据显示，前期检修的国内甲醇装置于本月下旬开始陆续恢复生产，到4月中旬将基本恢复供应。当前甲醇价格强势再度使得下游利润萎缩，部分下游厂家持续按需采购，一定程度上压制了甲醇涨势。而陕北某外采甲醇制烯烃装置、浙江某甲醇制烯烃装置将于4月开始检修，其外采量将在近期开始减少，江苏地区某甲醇制烯烃装置在推迟检修后，计划在5月下旬实施检修。仅以上三套烯烃装置减少的甲醇外采量，预期就在40万吨左右。　　根据天然气制甲醇装置复产的时间来看，本月下旬，华东港口将陆续接到国内西南地区的甲醇供应。而此时西北检修装置会陆续复产，烯烃装置开始检修，整个供需矛盾将再度尖锐，供大于需的场景也会再度出现。　　今年是全球甲醇装置大量上马的一年，据测算，仅国内就有约1000万吨/年的甲醇产能计划于今年陆续投产，而伊朗、美国也有接近800万吨/年的甲醇产能将于今年建成。就下游需求来看，部分烯烃的配套甲醇装置将于烯烃装置之前投产，不排除外销的可能。而去年因种种原因建成但未投产的国内约300万吨/年的甲醇装置也将于今年上半年开始投产。整个供需面依旧严峻。　　当前国内甲醇现货市场因检修装置意外增多、下游需求启动而逐步走强，但自本月下旬起，前期检修的甲醇装置陆续复产、外采甲醇制烯烃装置开始检修等利空因素又逐步抬头，加之今年有大量的甲醇装置将要投产，后市甲醇供需矛盾依旧较为尖锐。因此，甲醇市场的强势或难以为继，后市预期欠佳。                                            (责任编辑：DF350)"
"2月28日金属硅日评：下游按需补库 硅交易气氛渐增","　　今日部分规格金属硅小幅上涨，因自然月交替的原因，近两日下游企业月度采购逐渐增多，从报价上看一些货源较少的规格持货商报价较春节前上调100元/吨左右，还有部分规格报价持平。随着交易量逐渐恢复，持观望态度的采购商也会逐渐入市采购补库，部分规格或存小幅上涨机会。                                            (责任编辑：DF010)"
"2月27日金属硅日评：化学级硅价格坚挺","　　今日金属硅价格基本稳定，部分地区化学级硅价成交重心小幅上移。天津港421#成交集中在15800元/吨附近，个别硅厂早在2月初就已经签好3月交货的订单，而还有部分硅厂将在近日签订下月订单。由于矿山资质原因，优质矿石开采量较往年减少，大多硅厂都面临优质产品产量下降的困境，这对硅厂来说无异于生产成本的增加。再加上年后各家工厂资金相对宽裕，多数生产化学级硅的硅厂报价坚挺。                                            (责任编辑：DF010)"
"2月26日金属硅日评：北方检修硅厂复产 下游消费平淡待提振","　　今日硅价基本稳定，不通氧553#硅黄埔港成交区间在13000-13100元/吨，天津港在13000元/吨附近。据SMM了解，在春节期间检修的一些北方工厂将在近几日陆续点火生产，预计下周开始正常出货，而多数南方硅厂因电价较高及供电量不足的原因复产时间最早在5月。消费方面，部分铝合金企业还未复产，需求有待提升。                                            (责任编辑：DF010)"
"2月23日金属硅日评：市场货源不多 硅厂报价趋涨","　　今日部分冶金级金属硅价格小幅上行调整，昆明不通氧553#硅在12800-12900元/吨，3303#在15100-15300元/吨。南方硅厂开工数量不多，主产区川滇两省硅厂仅余少数正常开炉，个别规格货源较少，硅厂因此调高报价，低价货源很难见到。某贸易商表示，因为个别规格采购困难的缘故，硅厂报价上涨也在情理之中，但要等到下游客户开始采购、自己接到实单之后才会开始买货。因本周交易时间较短，很多贸易商假期延长至本周末，预计下周开始市场交易将逐渐恢复正常。                                            (责任编辑：DF010)"
"2月22日金属硅日评：长假结束硅市暂稳","　　今日金属硅价格基本稳定，不通氧553#硅黄埔港交易价在13000元/吨左右。长假结束上下游企业及中间商陆续返市，但首个交易日市场仍较为冷清，假期氛围还未完全散去。部分硅厂将假期积攒的货物陆续发出，新单报价与节前基本一致，个别硅厂小幅上调报价以试探市场。                                             (责任编辑：DF010)"
"2月14日金属硅日评：部分市场人士后市看法乐观","　　今日金属硅价格维持平稳，天津港不通氧553#硅在13000元/吨上下。近两周硅价始终平稳运行，而对于节后各牌号硅价是否能延续节前走势，各方有不同看法。部分认为短期硅厂开工数量不会有很大变化，供应未增、社会库存减少的情况下，一些牌号或有可能在交易恢复正常水平后开始缓步上涨。                                            (责任编辑：DF010)"
"2月13日金属硅日评：云南在产硅厂数量不多","　　今日硅价继续稳定，昆明不通氧553#硅价格在12700-12900元/吨，3303#在15000-15200元/吨。因电价高企、供电不足等原因云南硅厂开工数量降至全年中开工最低的阶段，1月云南硅厂开工率环比减少19个百分点。主产区德宏、保山、怒江三地仅有个别硅厂还在生产，且以生产化学级硅为主。                                            (责任编辑：DF010)"
"2月12日金属硅日评：港口仓库进出货较少 硅社会库存维持平稳","　　今日金属硅价格稳定，不通氧553#硅黄埔港交易价在13000元/吨左右，天津港交易价在12900-13000元/吨。本周港口仓库交易基本停滞，除了零星有到货外，其余业务基本暂停。仓库负责人表示，从上周开始仓库进出货数量都很少，从正月初七开始，所有业务将恢复正常。                                            (责任编辑：DF010)"
"2月9日金属硅日评：福建一季度电价确定 个别硅厂计划复产","　　今日各地硅价平稳运行，福建不通氧553#硅成交价在13300-13400元/吨，3303#在16400-16500元/吨。福建省1月开工率环比变动不大。电价方面，福建省一季度大工业用电优惠标准确定，主产地三明电价与2017年四季度相比有所下调，当地少数停产硅厂计划复产。                                            (责任编辑：DF010)"
"假期氛围弥漫 硅市交易清淡","　　本周各牌号硅价基本稳定，各地市场均表现出浓厚的假期氛围，新单成交数量不多。生产方面，在产硅厂开工基本稳定，仅有北方个别硅厂选择在春节期间停炉检修。国内下游客户为假期期间生产而储备的库存多已在本周到货，库存充裕的情况下询价的意愿也较低。由于下周仅有三天交易日，大多数贸易商将从本周末开始春节休假。至于节后市场，部分贸易商表示因开工厂家数量不多，假期结束交易量完全恢复后，部分规格或有上涨可能；而还有部分认为节后新疆新建产能投产数量以及下游的消费状况还有一些不确定性，价格走势很难预测。                                            (责任编辑：DF010)"
"2月8日金属硅日评：硅出口商后市看法不一","　　今日国内硅价继续持稳，出口则因汇率变动成交上涨明显，不通氧553#硅FOB主流区间在2050-2080美元/吨之间，3303#在2430-2460美元/吨。虽然目前出口商报价与外商接受价格之间尚有差距，但可以看到实际成交水平有明显的上涨趋势，汇率变动带来的硅价上涨已经逐渐被买家所接受。对于后市各出口商有不同观点，主要是基于对汇率走势判断的不同。部分认为人民币对美元汇率将延续上涨走势，因此远期订单的报价高于即期订单；而另一种观点则认为未来汇率将有所回复，因此远期订单报价低于即期订单。                                            (责任编辑：DF010)"
"2月7日金属硅日评：硅出口商难于报价","　　今日国内市场交易数量继续减少，人民币价格基本稳定，但受汇率波动影响，许多出口商继续上调美金报价。本周一些国家陆续释放二季度订单，一些贸易商核算成本后的新报价与12月前后签订的一季度订单相比高出300美元/吨以上，且加上对人民币继续升值的预期，很多出口商表示不知道该按多少的汇率核算成本，报价太高客户无法接受，但若按目前汇率报价则亏损的可能性较大，报价很难调整。                                            (责任编辑：DF010)"
"2月6日金属硅日评：部分市场人士看涨化学级硅","　　今日金属硅各规格价格继续稳定，421#黄埔港成交价在15200-15400元/吨，天津港成交价在15600-15800元/吨。化学级硅月度采购基本结束，目前国内下游企业备货多至3月下旬。由于春节之后的很长一段时间硅厂开工负荷将维持低位，因此部分市场人士认为节后化学级硅价上涨的可能性较大。                                            (责任编辑：DF010)"
