"标题","正文"
"7月27日江苏省一级玉米油报价基本平稳","　　7月27日(周五)国内玉米油市场行情整体稳定。华北毛油主流报价在5300-5450元/吨，一级油6200-6400元/吨。各地具体价格如下： 　　金太阳毛玉米油国产的停报，停报；7月26日无现货成交。                                            (责任编辑：DF381)"
"7月27日陕西省玉米胚芽粕报价基本平稳","　　7月27日(周五)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下： 　　国维淀粉玉米胚芽粕国产的出厂报价为1450元/吨，和26日的报价持平，普通粕；7月26日无现货成交。                                            (责任编辑：DF381)"
"7月27日吉林省玉米胚芽报价基本平稳","　　7月27日(周五)国内胚芽市场行情稳中有涨。华北主流报价在2800-2950元/吨，西北地区维稳，山东地区胚芽报价在2850-2950元/吨。福洋胚芽招标价2850元/38蛋白。各地具体价格如下： 　　长春大成玉米胚芽含油40%的出厂报价为2800元/吨，和26日的报价持平，市场价；7月26日无现货成交。                                            (责任编辑：DF120)"
"7月27日安徽省玉米油市场行情动态","　　7月27日(周五)国内玉米油市场行情整体稳定。华北毛油主流报价在5300-5450元/吨，一级油6200-6400元/吨。各地具体价格如下：  　　阜阳植物油一级玉米油国产的停报，停产；7月26日无现货成交。                                            (责任编辑：DF381)"
"7月27日河南省一级玉米油报价基本平稳","　　7月27日(周五)国内玉米油市场行情整体稳定。华北毛油主流报价在5300-5450元/吨，一级油6200-6400元/吨。各地具体价格如下：  　　新乡惠民毛玉米油国产的出厂报价为5200元/吨，和26日的报价持平，7月26日无现货成交。一级玉米油国产的出厂报价为6200元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF120)"
"7月27日江苏省玉米胚芽报价小幅上涨","　　7月27日(周五)国内胚芽市场行情稳中有涨。华北主流报价在2800-2950元/吨，西北地区维稳，山东地区胚芽报价在2850-2950元/吨。福洋胚芽招标价2850元/38蛋白。各地具体价格如下：  　　罗盖特玉米胚芽国产的出厂报价为2850元/吨，和26日相比上涨了50元/吨，含油45%；7月26日无现货成交。                                            (责任编辑：DF120)"
"7月27日山东省玉米胚芽粕报价基本平稳","　　7月27日(周五)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下： 　　邹平三星玉米胚芽粕国产的出厂报价为1550元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF120)"
"7月27日河南省玉米蛋白粉报价基本平稳","　　7月27日(周五)国内蛋白粉市场整体稳定，个别调整。黄淮地区主流蛋白粉报价在66-72元/蛋白。山东祥瑞蛋白粉报价68元/蛋白。各地具体价格如下： 　　孟州金玉米玉米蛋白粉国产的出厂报价为67元/蛋白，和26日的报价持平，7月26日无现货成交。 　　汝州巨龙玉米蛋白粉国产的出厂报价为70元/蛋白，和26日的报价持平，停机；7月26日无现货成交。 　　郸城财鑫玉米蛋白粉国产的出厂报价为67元/蛋白，和26日的报价持平，市场价；7月26日无现货成交。                                            (责任编辑：DF350)"
"7月27日辽宁省毛玉米油报价基本平稳","　　7月27日(周五)国内玉米油市场行情整体稳定。华北毛油主流报价在5300-5450元/吨，一级油6200-6400元/吨。各地具体价格如下：  　　辽宁铁岭汇鑫毛玉米油国产的出厂报价为5400元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF064)"
"7月27日辽宁省玉米胚芽报价基本平稳","　　7月27日(周五)国内胚芽市场行情稳中有涨。华北主流报价在2800-2950元/吨，西北地区维稳，山东地区胚芽报价在2850-2950元/吨。福洋胚芽招标价2850元/38蛋白。各地具体价格如下：  　　地尔乐斯玉米胚芽国产的出厂报价为2750元/吨，和26日的报价持平，市场价；7月26日无现货成交。                                            (责任编辑：DF120)"
"7月27日吉林省玉米蛋白粉报价基本平稳","　　7月27日(周五)国内蛋白粉市场整体稳定，个别调整。黄淮地区主流蛋白粉报价在66-72元/蛋白。山东祥瑞蛋白粉报价68元/蛋白。各地具体价格如下： 　　长春大成玉米蛋白粉国产的出厂报价为70元/蛋白，和26日的报价持平，市场价；7月26日无现货成交。                                            (责任编辑：DF381)"
"7月27日辽宁省玉米胚芽粕报价基本平稳","　　7月27日(周五)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下： 　　辽宁铁岭汇鑫玉米胚芽粕国产的出厂报价为1600元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF064)"
"7月27日河南省玉米粕市场行情动态","　　7月27日(周五)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下： 　　郸城财鑫玉米胚芽粕国产的停报，饼；7月26日无现货成交。                                            (责任编辑：DF120)"
"7月27日河北省玉米胚芽报价基本平稳","　　7月27日(周五)国内胚芽市场行情稳中有涨。华北主流报价在2800-2950元/吨，西北地区维稳，山东地区胚芽报价在2850-2950元/吨。福洋胚芽招标价2850元/38蛋白。各地具体价格如下：  　　辛集旭鑫玉米胚芽国产的出厂报价为2750元/吨，和26日的报价持平，市场价；7月26日无现货成交。                                            (责任编辑：DF120)"
"7月27日江苏省玉米蛋白粉报价暴涨","　　7月27日(周五)国内蛋白粉市场整体稳定，个别调整。黄淮地区主流蛋白粉报价在66-72元/蛋白。山东祥瑞蛋白粉报价68元/蛋白。各地具体价格如下： 　　连云港罗盖特玉米蛋白粉国产的出厂报价为73元/蛋白，和26日相比上涨了3元/蛋白，7月26日无现货成交。                                            (责任编辑：DF381)"
"7月27日内蒙古玉米胚芽粕报价基本平稳","　　7月27日(周五)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下： 　　内蒙兴源玉米胚芽粕国产的出厂报价为1450元/吨，和26日的报价持平，18%；7月26日无现货成交。                                            (责任编辑：DF064)"
"7月27日陕西省毛玉米油报价基本平稳","　　7月27日(周五)国内玉米油市场行情整体稳定。华北毛油主流报价在5300-5450元/吨，一级油6200-6400元/吨。各地具体价格如下： 　　国维淀粉毛玉米油国产的出厂报价为5500元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF120)"
"7月27日山东省玉米蛋白粉报价基本平稳","　　7月27日(周五)国内蛋白粉市场整体稳定，个别调整。黄淮地区主流蛋白粉报价在66-72元/蛋白。山东祥瑞蛋白粉报价68元/蛋白。各地具体价格如下： 　　恒仁工贸玉米蛋白粉国产的出厂报价为66元/蛋白，和26日的报价持平，停机；7月26日无现货成交。                                            (责任编辑：DF381)"
"7月27日安徽省玉米胚芽粕报价基本平稳","　　7月27日(周五)国内玉米粕现货整体稳定。黄淮地区主流普通粕报价在1480-1580元/吨，山东饼报价在1580元/吨附近。胚芽粕库存紧张，厂家挺价心理存在。各地具体价格如下： 　　阜阳植物油玉米胚芽粕国产的出厂报价为1550元/吨，和26日的报价持平，市场价；7月26日无现货成交。                                            (责任编辑：DF120)"
"7月27日河北省一级玉米油报价基本平稳","　　7月27日(周五)国内玉米油市场行情整体稳定。华北毛油主流报价在5300-5450元/吨，一级油6200-6400元/吨。各地具体价格如下：  　　辛集三佳毛玉米油国产的停报，停报；7月26日无现货成交。一级玉米油国产的停报，停报；7月26日无现货成交。                                            (责任编辑：DF381)"
"7月27日内蒙古毛玉米油报价基本平稳","　　7月27日(周五)国内玉米油市场行情整体稳定。华北毛油主流报价在5300-5450元/吨，一级油6200-6400元/吨。各地具体价格如下：  　　通辽玉王毛玉米油国产的出厂报价为5000元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF358)"
"7月27日河北省玉米蛋白粉报价基本平稳","　　7月27日(周五)国内蛋白粉市场整体稳定，个别调整。黄淮地区主流蛋白粉报价在66-72元/蛋白。山东祥瑞蛋白粉报价68元/蛋白。各地具体价格如下： 　　辛集德瑞玉米蛋白粉国产的停报，7月26日无现货成交。                                            (责任编辑：DF358)"
"7月27日辽宁省玉米蛋白粉报价基本平稳","　　7月27日(周五)国内蛋白粉市场整体稳定，个别调整。黄淮地区主流蛋白粉报价在66-72元/蛋白。山东祥瑞蛋白粉报价68元/蛋白。各地具体价格如下：　　营口嘉里玉米蛋白粉国产的出厂报价为72元/蛋白，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF358)"
"7月27日吉林省一级玉米油报价基本平稳","　　7月27日(周五)国内玉米油市场行情整体稳定。华北毛油主流报价在5300-5450元/吨，一级油6200-6400元/吨。各地具体价格如下： 　　佳乐宝食品一级玉米油国产的停报，7月26日无现货成交。                                            (责任编辑：DF358)"
"7月27日内蒙古玉米蛋白粉报价基本平稳","　　7月27日(周五)国内蛋白粉市场整体稳定，个别调整。黄淮地区主流蛋白粉报价在66-72元/蛋白。山东祥瑞蛋白粉报价68元/蛋白。各地具体价格如下：　　巴山淀粉玉米蛋白粉国产的出厂报价为70元/蛋白，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF358)"
"7月27日陕西省玉米蛋白粉报价基本平稳","　　7月27日(周五)国内蛋白粉市场整体稳定，个别调整。黄淮地区主流蛋白粉报价在66-72元/蛋白。山东祥瑞蛋白粉报价68元/蛋白。各地具体价格如下：　　国维淀粉玉米蛋白粉国产的出厂报价为69元/蛋白，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF358)"
"7月27日江苏省玉米纤维报价暴涨","　　7月28日(周五)国内纤维市场稳定。东北喷浆玉米皮报价在1450元/吨，黄淮主流喷浆报价在880-1050元/吨，白皮在1050-1350元/吨。山东祥瑞白皮纤维报价940元/吨，山东诸城1000元/吨降50元。各地具体价格如下： 　　罗盖特玉米纤维国产的出厂报价为1020元/吨，和26日相比上涨了50元/吨，7月26日无现货成交。                                            (责任编辑：DF358)"
"7月27日辽宁省玉米纤维报价基本平稳","　　7月28日(周五)国内纤维市场稳定。东北喷浆玉米皮报价在1450元/吨，黄淮主流喷浆报价在880-1050元/吨，白皮在1050-1350元/吨。山东祥瑞白皮纤维报价940元/吨，山东诸城1000元/吨降50元。各地具体价格如下： 　　地尔乐斯玉米纤维国产的出库报价为970元/吨，和26日的报价持平，喷浆；7月26日无现货成交。                                            (责任编辑：DF358)"
"7月27日吉林省玉米纤维报价基本平稳","　　7月28日(周五)国内纤维市场稳定。东北喷浆玉米皮报价在1450元/吨，黄淮主流喷浆报价在880-1050元/吨，白皮在1050-1350元/吨。山东祥瑞白皮纤维报价940元/吨，山东诸城1000元/吨降50元。各地具体价格如下：  　　长春大成玉米纤维国产的出厂报价为930元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF358)"
"7月27日陕西省玉米纤维报价基本平稳","　　7月28日(周五)国内纤维市场稳定。东北喷浆玉米皮报价在1450元/吨，黄淮主流喷浆报价在880-1050元/吨，白皮在1050-1350元/吨。山东祥瑞白皮纤维报价940元/吨，山东诸城1000元/吨降50元。各地具体价格如下：  　　国维淀粉玉米纤维国产的出厂报价为950元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF358)"
"7月27日黑龙江玉米淀粉报价基本平稳","　　7月27日(周五)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。国内玉米淀粉现货市场报价继续盘稳运行，企业稳价执行合同走货。各地具体价格如下：　　龙江中粮玉米淀粉国产的出厂报价为2300元/吨，和26日的报价持平，为市场价；7月26日无现货成交。                                            (责任编辑：DF064)"
"7月27日陕西省玉米淀粉报价基本平稳","　　7月27日(周五)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。国内玉米淀粉现货市场报价继续盘稳运行，企业稳价执行合同走货。各地具体价格如下： 　　国维淀粉玉米淀粉国产的出厂报价为2550元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF358)"
"7月27日河南省玉米淀粉报价基本平稳","　　7月27日(周五)国内淀粉市场稳定。东北主流价格在2280-2350元/吨，黄淮主流报价在2480-2550元/吨。国内玉米淀粉现货市场报价继续盘稳运行，企业稳价执行合同走货。各地具体价格如下：　　淇县永昌玉米淀粉国产的出厂报价为2500元/吨，和26日的报价持平，市场价；7月26日无现货成交。                                            (责任编辑：DF358)"
"7月27日今日玉米价格最新行情 南北港口玉米价格基本稳定","　　今日玉米价格最新行情。　　7月27日南北港口玉米价格行情　　今日南北港口玉米价格基本稳定，各地价格如下：　　锦州港地区新粮主流收购价水分15%以内1720元/吨，平舱价1763-1768元/吨，与昨日持平。　　鲅鱼圈地区新粮收购1670-1740元/吨，平舱价1738-1768元/吨，与昨日持平。　　广东蛇口港地区水分15%东北新玉米主流成交价1830-1850元/吨，与昨日持平。　　北方港口晨间集港量1.9万吨左右，以陈粮陆续到港为主，含部分企业自集粮到港。近期发运走货增多，港口收购价格受提振。南方港口短期港存有限以及到货成本支撑价格，受预期船期增多影响，市场观望心态增强。　　7月27日销区玉米价格行情　　今日销区玉米价格基本稳定，各地价格如下：　　安徽蚌埠地区丰原收购水分14%玉米价格在1720元/吨，与昨日持平。　　淮北地区水分15%新玉米贸易商收购价格为1730-1790元/吨，与昨日持平。　　江苏南京地区水分15%新玉米到站价格为1880元/吨，与昨日持平。　　苏州地区水分15%新玉米到站价格为1880元/吨，与昨日持平。　　扬州地区水分15%新玉米到站价格为1850元/吨，与昨日持平。　　镇江地区水分15%新玉米到站价格为1880元/吨，与昨日持平。　　连云港地区水分15%新玉米到站价格为1850元/吨，与昨日持平。　　徐州地区水分15%新玉米到站价格为1830元/吨，与昨日持平。　　浙江杭州地区水分15%以内玉米到站价1820-1880元/吨，与昨日持平。　　湖州地区水分15%以内玉米到站价1840元/吨，与昨日持平。　　嘉兴地区水分15%以内玉米到站价1840元/吨，与昨日持平。　　金华地区水分15%以内玉米到站价1900元/吨，与昨日持平。　　绍兴地区水分15%新玉米到站价格为1880元/吨，与昨日持平。　　上海地区水分15%以内玉米到站价1820-1880元/吨，与昨日持平。　　湖北武汉地区水分15%以内玉米到站价格为1850-1860元/吨，与昨日持平。　　襄樊地区水分15%以内玉米到站价格为1880元/吨，与昨日持平。　　荆州地区水分15%以内玉米到站价格为1880元/吨，与昨日持平。　　宜昌地区水分15%以内玉米到站价格为1870元/吨，与昨日持平。　　孝感地区水分15%以内玉米到站价格为1870元/吨，与昨日持平。　　荆门地区水分15%以内玉米到站价格为1870元/吨，与昨日持平。　　湖南长沙地区水分15%以内东玉米到站价格为1850-1900元/吨，与昨日持平。　　常德地区水分15%以内玉米到站价格为1850元/吨，与昨日持平。　　岳阳地区水分15%以内玉米到站价格为1850元/吨，与昨日持平。　　娄底地区水分15%以内玉米到站价格为1900元/吨，与昨日持平。　　益阳地区水分15%以内玉米到站价格为1900元/吨，与昨日持平。　　邵阳地区水分15%以内玉米到站价格为1850元/吨，与昨日持平。　　郴州地区水分15%以内玉米到站价格为1960元/吨，与昨日持平。　　湘潭地区水分15%以内玉米到站价格为1900元/吨，与昨日持平。　　江西南昌地区水分15%以内玉米到站价格为1860-1870元/吨，与昨日持平。　　宜春地区水分15%以内玉米到站价1890元/吨，与昨日持平。　　抚州地区水分15%以内玉米到站价格为1880元/吨，与昨日持平。　　赣州地区水分15%以内玉米到站价格为1920元/吨，与昨日持平。　　吉安地区水分15%以内玉米到站价格为1920元/吨，与昨日持平。　　新余地区水分15%以内玉米到站价格为1890元/吨，与昨日持平。　　九江地区水分15%以内玉米到站价格为1870元/吨，与昨日持平。　　四川成都地区水分15%玉米到站报价2020-2080元/吨，与昨日持平。　　绵阳地区水分15%玉米到站报价1950元/吨，与昨日持平。　　乐山地区水分15%玉米到站价2080元/吨，与昨日持平。　　泸州地区水分15%玉米到站价2080元/吨，与昨日持平。　　内江地区水分15%玉米到站价2080元/吨，与昨日持平。　　重庆地区水分15%玉米到站价1950元/吨，与昨日持平。　　云南昆明地区水分15%以内东北玉米到站价格为2020-2080元/吨，与昨日持平。　　销区受阶段性饲养刚需及原料物流环节成本支撑显著，中小企业阶段性补库一定程度利多玉米价格，但陈粮持续拍卖出库对大型企业原料库存进行补充，加之高温高湿天气影响，市场整体购销积极性一般，原料采购相对谨慎。　　7月27日东北地区玉米价格行情　　今日东北地区玉米价格基本稳定，各地价格如下：　　黑龙江哈尔滨地区水分15%玉米贸易商收购价格为1520-1580元/吨，出库价格为1560-1620元/吨，与昨日持平。　　佳木斯地区水分15%玉米贸易商收购价格为1440-1500元/吨，出库价格为1480-1540元/吨，与昨日持平。　　齐齐哈尔地区水分15%玉米贸易商收购价格为1500-1560元/吨，出库价格为1540-1600元/吨，与昨日持平。　　龙江地区水分15%新玉米中粮生化挂牌新粮收购价格1600元/吨。　　青冈地区水分15%玉米贸易商收购价格为1500-1560元/吨，出库价格为1540-1600元/吨，与昨日持平；青冈龙凤挂牌新粮收购价格1620元/吨，与昨日持平。　　肇东地区水分15%玉米贸易商收购价格为1500-1560元/吨，出库价格为1540-1600元/吨，与昨日持平。　　集贤地区水分15%玉米贸易商收购价格为1440-1500元/吨，出库价格为1490-1540元/吨，与昨日持平。2017年玉米二等粮贸易商出售上车价格为1590元/吨。　　宝清地区水分15%玉米贸易商收购价格为1440-1500元/吨，出库价格为1490-1540元/吨，与昨日持平。　　友谊地区水分15%玉米贸易商收购价格为1440-1500元/吨，出库价格为1490-1540元/吨，与昨日持平。　　辽宁沈阳地区水分15%新玉米贸易商收购价格为1600-1660元/吨，出库价格为1640-1700元/吨，与昨日持平。　　铁岭地区水分15%新玉米贸易商收购价格为1590-1650元/吨，出库价格为1630-1690元/吨，与昨日持平。　　吉林燃料乙醇水分15%新季玉米挂牌收购价格为1570元/吨，与昨日持平。　　吉林长春地区大成水分15%新季玉米挂牌收购价格为1610元/吨，与昨日持平；水分15%新玉米贸易商收购价格为1540-1600元/吨，出库价格为1580-1640元/吨，与昨日持平。　　德惠地区水分15%新玉米贸易商收购价格为1540-1600元/吨，出库价格为1580-1640元/吨，与昨日持平。　　镇赉地区水分15%新玉米贸易商收购价格为1530-1590元/吨，出库价格为1570-1630元/吨，与昨日持平。　　松原地区水分15%新玉米嘉吉生化收购价格1550元/吨，与昨日持平；水分15%新玉米贸易商收购价格为1530-1590元/吨，出库价格为1570-1630元/吨，与昨日持平。　　农安地区水分15%新玉米贸易商收购价格为1590-1650元/吨，出库价格为1630-1690元/吨，与昨日持平。　　大安地区水分15%新玉米贸易商收购价格为1570-1630元/吨，出库价格为1610-1670元/吨，与昨日持平。2017年玉米二等粮贸易商出售上车价格为1670元/吨。　　公主岭地区水分15%新玉米中粮生化挂牌收购价格1620元/吨，折扣比例1:1.35，与昨日持平；水分15%新玉米黄龙食品挂牌收购价格1620元/吨，与昨日持平。水分15%新玉米贸易商收购价格为1560-1620元/吨，出库价格为1600-1660元/吨，与昨日持平。　　榆树地区水分15%二等新玉米中粮生化挂牌1580元/吨，与昨日持平；水分15%新玉米贸易商收购价格为1540-1600元/吨，出库价格为1580-1640元/吨，与昨日持平。　　四平地区天成一等玉米收购价格1640元/吨，折扣比例1:1.3，与昨日持平。水分15%新玉米贸易商收购价格为1580-1640元/吨，出库价格为1620-1680元/吨，与昨日持平。　　内蒙古通辽地区水分15%新玉米贸易商收购价格为1600-1660元/吨，出库价格为1630-1700元/吨，与昨日持平。2017年玉米二等粮贸易商出售上车价格为1750元/吨。　　赤峰地区水分15%新玉米贸易商收购价格为1600-1660元/吨，出库价格为1640-1700元/吨，与昨日持平。　　东北产区拍卖粮出库进度良好，市场粮源充足，后期拍卖持续，贸易主体对参拍谨慎，多数贸易商意向稳价出货，市场挺价力量较为分散，短期报价高点成交量少，成交价格涨幅有限。新作方面，内蒙古地区春玉米陆续进入吐丝阶段，近期产地部分地区多雨寡照对作物健壮生长形成限制。　　7月27日华北地区玉米价格行情　　今日华北地区玉米价格基本稳定，各地价格如下：　　河北石家庄地区水分15%玉米贸易商收购价格1730-1790元/吨，与昨日持平。　　辛集地区水分15%玉米淀粉企业收购价格1880元/吨，与昨日持平。　　宁晋地区水分15%玉米淀粉企业收购价格1880元/吨，与昨日持平。　　秦皇岛地区水分15%新玉米深加工企业挂牌收购价格1710元/吨，与昨日持平。　　邯郸地区水分15%玉米贸易商收购价格1760-1820元/吨，与昨日持平。　　衡水地区水分15%玉米贸易商收购价格1750-1810元/吨，与昨日持平。　　邢台地区水分15%玉米贸易商收购价格1750-1810元/吨，与昨日持平。　　沧州地区水分15%玉米贸易商收购价格1740-1800元/吨，与昨日持平。　　承德地区水分15%以内玉米贸易商收购价1750-1810元/吨，与昨日持平。　　保定地区水分15%以内玉米贸易商收购价1730-1790元/吨，与昨日持平。　　张家口地区水分15%以内玉米贸易商收购价1750-1810元/吨，与昨日持平。　　山西晋城地区水分15%玉米贸易商收购价1760-1820元/吨，与昨日持平。　　晋中地区水分15%玉米农户处收购价为1750元/吨，与昨日持平。　　临汾地区水分15%以内玉米贸易商收购价1770-1830元/吨，与昨日持平。　　运城地区水分15%玉米贸易商收购价1760-1820元/吨，与昨日持平。　　长治地区水分15%玉米贸易商收购价1770-1830元/吨，与昨日持平。　　忻州地区水分15%玉米贸易商收购价1750-1810元/吨，与昨日持平。　　朔州地区水分15%玉米贸易商收购价1770-1830元/吨，与昨日持平。　　吕梁地区水分15%玉米贸易商收购价1750-1810元/吨，与昨日持平。　　河南郑州地区水分15%左右玉米贸易商收购价格为1790-1850元/吨，与昨日持平。　　周口地区水分15%玉米贸易商收购价格1750-1810元/吨，与昨日持平。　　安阳地区水分15%玉米贸易商收购价格在1770-1830元/吨，与昨日持平。　　南阳地区水分15%玉米贸易商收购价格在1750-1810元/吨，与昨日持平。　　商丘地区水分15%新玉米贸易商收购价格1750-1810元/吨，与昨日持平。　　华北地区东北粮汽运紧张，部分陈粮转向海运和铁运，本地贸易商心理松动，开始陆续出货，部分加工企业到货有所好转。东北拍卖投放持续进行，尚有不少货源仍未出库，整体货源充裕，而华北加工企业库存高位，市场看涨信心不足，玉米价格整体趋稳，局部窄幅波动。　　7月27日山东地区玉米价格行情　　今日山东地区玉米价格基本稳定，各地价格如下：　　水分14%新玉米寿光金玉米收购价1930元/吨，与昨日持平。　　水分14%新玉米新丰淀粉收购价1930元/吨，与昨日持平。　　水分14%新玉米诸城兴贸收购价1880元/吨，与昨日持平。　　水分14%新玉米诸城润生淀粉收购价1880元/吨，与昨日持平。　　水分14%新玉米菏泽成武大地收购价1880元/吨，与昨日持平。　　水分14%新玉米枣庄恒仁工贸收购价1950元/吨，与昨日持平。　　水分14%新玉米沂水大地收购价1886元/吨，与昨日持平。　　水分14%玉米临清金玉米收购价1892元/吨，较昨日下跌6元/吨。　　水分14%新玉米邹平西王收购价1920元/吨，与昨日持平。　　水分14%新玉米邹平华义收购玉米价格在1920元/吨，与昨日持平。　　水分14%玉米潍坊英轩酒精收购价1930元/吨，与昨日持平。　　水分14%新玉米昌乐盛泰药业收购价1944元/吨，与昨日持平。　　水分14%新玉米德州福源收购价格为1886元/吨，较昨日下跌6元/吨。　　水分14%新玉米滨州金汇收购价格为1850元/吨，与昨日持平。　　济南地区基层粮点收购水分15%左右玉米报价1790元/吨，与昨日持平。　　济宁地区水分15%以内玉米粮点收购价1790元/吨，与昨日持平。　　滨州地区水分15%以内玉米约为1780元/吨，与昨日持平。　　聊城地区基层粮点收购水分15%以内玉米收购价格1790元/吨，与昨日持平。　　烟台地区基层粮点收购水分15%左右玉米报价1820元/吨，与昨日持平　　华北地区东北粮汽运紧张，部分陈粮转向海运和铁运，部分加工企业到货有所好转。东北拍卖投放持续进行，尚有不少货源仍未出库，整体货源充裕，而华北加工企业库存高位，市场看涨信心不足，玉米价格整体趋稳，局部窄幅波动。                                            (责任编辑：DF350)"
"7月27日浙江省普通玉米报价基本平稳","　　7月27日，国内玉米现货市场整理。东北粮价基本延稳。具体报价如下：　　(报价均为容重二等以上水分14%粮源主流成交价，但个别指标超标)　　金华市普通玉米国标二等的到站价格为1900元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF386)"
"7月27日重庆市普通玉米报价基本平稳","　　7月27日，国内玉米现货市场整理。东北粮价基本延稳。具体报价如下：　　(报价均为容重二等以上水分14%粮源主流成交价，但个别指标超标)　　重庆市普通玉米国标二等的到站价格为1960元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF386)"
"7月27日内蒙古普通玉米报价基本平稳","　　7月27日，国内玉米现货市场整理。东北粮价基本延稳。具体报价如下：　　(报价均为容重二等以上水分14%粮源主流成交价，但个别指标超标)　　通辽市普通玉米国标二等的收购价格为1660元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF386)"
"7月27日广东省普通玉米报价基本平稳","　　7月27日，国内玉米现货市场整理。东北粮价基本延稳。具体报价如下：　　(报价均为容重二等以上水分14%粮源主流成交价，但个别指标超标)　　蛇口港普通玉米国标二等的出库报价为1850元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF386)"
"7月27日陕西省普通玉米报价基本平稳","　　7月27日，国内玉米现货市场整理。东北粮价基本延稳。具体报价如下：　　(报价均为容重二等以上水分14%粮源主流成交价，但个别指标超标)　　国维淀粉普通玉米国标二等的收购价格为1920元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF386)"
"7月27日吉林省普通玉米报价基本平稳","　　7月27日，国内玉米现货市场整理。东北粮价基本延稳。具体报价如下：　　(报价均为容重二等以上水分14%粮源主流成交价，但个别指标超标)　　燃料乙醇普通玉米国标二等的收购价格为1570元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF386)"
"7月27日广西省普通玉米报价基本平稳","　　7月27日，国内玉米现货市场整理。具体报价如下：　　(报价均为容重二等以上水分14%粮源主流成交价，但个别指标超标)　　钦州港普通玉米国标二等的出库报价为1840元/吨，和26日的报价持平，7月26日无现货成交。                                            (责任编辑：DF386)"
"7月26日CBOT小型玉米电子盘收盘报价","名称开盘价最高价最低价收盘价涨跌成交量持仓量昨日结算XN1809359.25365.5359.25364.755.5953283359.25XN1812375379.253753795.751357777373.25XN1903388.5388.5388.5388.54.251717384.25XN1907400.25400.25400.25400.254.251108396XN19124044044044043.7524256400.25　　                                            (责任编辑：DF309)"
"2018年7月26日西藏玉米最新价格行情","　　西藏日喀则市 玉米价格水分14% 1949元/吨；【参考价】 　　西藏昌都地区玉米价格水分14% 1949元/吨；【参考价】 　　西藏那曲地区玉米价格水分14% 1949元/吨；【参考价】 　　西藏林芝地区玉米价格水分14% 1949元/吨；【参考价】 　　西藏阿里地区玉米价格水分14% 1949元/吨；【参考价】 　　西藏拉萨市玉米价格水分14% 1949元/吨。【参考价】                                            (责任编辑：DF309)"
"2018年7月26日内蒙古玉米最新价格行情","　　内蒙古呼伦贝尔市玉米价格水分14% 1728元/吨；【参考价】 　　内蒙古通辽市 玉米价格水分14% 1728元/吨；【参考价】 　　内蒙古赤峰市玉米价格水分14% 1728元/吨。【参考价】 　　内蒙古鄂尔多斯市玉米价格水分14% 1728元/吨。【参考价】 　　内蒙古乌兰察布市玉米价格水分14% 1728元/吨。【参考价】 　　内蒙古乌海市玉米价格水分14% 1728元/吨。【参考价】 　　内蒙古包头市玉米价格水分14% 1728元/吨。【参考价】 　　内蒙古巴彦卓尔市玉米价格水分14% 1728元/吨。【参考价】                                            (责任编辑：DF309)"
