"标题","正文"
"7月4日郑商所强麦期货收盘报价","合约名称开盘价最高价最低价收盘价涨跌成交量持仓量昨日结算WH18092555255625502554117253462553WH19012648266026462652-12036202652WH19052676267626762676222482654                                            (责任编辑：DF395)"
"7月4日小麦为2426.00元/吨","　　7月4日，小麦参考价为2426.00元/吨，与7月1日(2430.00)相比，下降了0.16%。                                             (责任编辑：DF120)"
"华北小麦价格将突破1.4元成“领头羊”","　　随着各市场主体心态逐步调整，预计后市麦价将趋于理性。近日，主产区新麦收购“抢粮”现象有所降温，收购价格涨势放缓，但是大部分地区小麦价格均高于最低收购价。 　　主产区优质小麦价格依然处于涨势。当前，山东菏泽地区优质小麦进厂价为2600元/吨，潍坊地区为2610元/吨；河南郑州地区优质小麦进厂价为2640元/吨，新乡地区为2660元/吨；河北石家庄地区优质小麦进厂价为2660元/吨。 　　值得注意的是，今夏麦市行情分化较为明显。优质小麦受市场青睐，南北小麦质量不一，区域间价差同比拉大。 　　南方小麦主产区由于气候原因造成质量不高、产量减少，小麦价格相对于华北地区来说还是有差距的。华北小麦主产区受灾较轻，小麦质量较好，再加上政策收购力度大、外采流量多，小麦价格自夏收期间至结束，一直占据着高价区位置，成为小麦市场价格的“领头羊”。 　　目前，各地面粉企业的优质新麦进厂价格普遍高于1.25元每斤，也有部分企业开出了1.35元每斤以上的价格以保证收购量维持开工，优质新麦后期价格甚至有望突破1.4元每斤。究其原因，今年的小麦整体质量与去年比明显偏差，现在市场上的质优小麦供应量稀少，才导致价格走高。 　　各地的普通小麦价格较上市初期也有了一定的上涨，比收购标准1.15元每斤高出一些。所以，农民朋友们不要气馁，展望后期，普通小麦价格后期达到1.2元每斤也是有机会的。                                            (责任编辑：DF318)"
"新疆兵团北部4.7万亩小麦开镰收割 小麦丰产农户增收","　　地处新疆北部的新疆生产建设兵团第十二师二二二团小麦迎来收获季，连日来，大型联合收割机在金色的麦田里来回驰骋，该团4.7万亩小麦正式开镰收割。 　　记者在二二二团六连农田里看到，小麦已经变黄，麦粒也已经成熟，在部分农田里，联合收割机正对小麦进行收割。伴随着“嗡嗡”的脱粒声，麦粒如同雨点般落下，看着刚刚收获的小麦，职工喜悦之情溢于言表。 　　“今年我种植小麦200亩，成果很不错，天气也很好，总共打了小麦132吨，最高亩产650公斤，纯收入大概在13万元左右。”二二二团六连职工林勇说。 　　二二二团是新疆兵团41个重点粮食生产团场之一，今年种植冬小麦4.7万亩，比上年增加0.5万亩，增长11.9%。该团农业综合服务中心和各农业连队认真抓好冬小麦田管工作中的每一个环节，应用滴灌技术、加强水肥管控、强化病虫害防治，为冬小麦丰产丰收奠定了基础，4.7万亩小麦预计平均单产达497公斤，总产量创历史新高。 　　为抓好夏收，确保小麦颗粒归仓，二二二团成立了夏收工作领导小组，联系收割机46余台、运粮车80余台，同时强化农机检查、晒场管理，协调、畅通面粉厂、粮食储备库等收粮渠道，力争早日完成夏收。                                            (责任编辑：DF318)"
"7月4日美麦到我国口岸完税价上涨","　　芝加哥期货交易所(CBOT)小麦期货周二反弹收高，交易商称因逢低承接和空头回补，且受到全球供应收紧支撑。CBOT9月软红冬麦合约收高10-3/4美分，报每蒲式耳4.91美元，昨日重挫4.2%，是自2017年7月13日以来交投最活跃合约的最大单日跌幅。 　　KCBT9月硬红冬小麦合约收高13-1/4美分，至每蒲式耳4.84美元。 　　MGEX9月春小麦合约上涨8-1/4美分，收报每蒲式耳5.35-1/4美元。 　　恶劣天气已破坏了法国和俄罗斯等主产区的作物，导致全球库存收紧，这一担忧支撑小麦期货价格。 　　周三市场将因美国独立日假期休市。 　　美国农业部周一收盘后公布，冬麦收割率为51%，一周前为41%，五年均值为49%。 　　农业部还公布春麦优良率为77%，较之前一周持平。 　　今日CBOT小麦期货预估成交量为89,327手。 　　CBOT报告，CBOT7月小麦合约没有交割，KCBT7月小麦合约交割152手。MGEX报告7月春小麦交割62手。 　　9月交货的美国2号软红冬小麦FOB价格为202.5美元/吨，合人民币1349元/吨；到中国口岸完税后总成本约为1898元/吨，较上日涨32元/吨，比去年同期跌233元/吨。                                            (责任编辑：DF318)"
"7月3日小麦为2428.00元/吨","　　7月3日，小麦参考价为2428.00元/吨，与7月1日(2430.00)相比，下降了0.08%。                                            (责任编辑：DF380)"
"7月3日山东省普通小麦报价基本平稳","　　禹飞面粉普通小麦国标二等的收购价格为2460元/吨，和2日的报价持平普通小麦国标一等的收购价格为2520元/吨，和2日的报价持平普通小麦新麦的收购价格为2340元/吨，和2日的报价持平，7月2日无现货成交。 　　山东德州禹城地区普通小麦国标二等的收购价格为2480元/吨，和2日的报价持平普通小麦新麦的收购价格为2460元/吨，和2日的报价持平，7月2日无现货成交。 　　国祥粉业普通小麦国标一等的收购价格为2520元/吨，和2日的报价持平普通小麦新麦的收购价格为2440元/吨，和2日的报价持平，7月2日无现货成交。 　　金麦子普通小麦国标二等的收购价格为2460元/吨，和2日的报价持平普通小麦新麦的收购价格为2460元/吨，和2日的报价持平，7月2日无现货成交。 　　半球面粉普通小麦国标一等的收购价格为2520元/吨，和2日的报价持平普通小麦新麦的收购价格为2480元/吨，和2日的报价持平，7月2日无现货成交。 　　华杰面粉普通小麦国标二等的收购价格为2440元/吨，和2日的报价持平普通小麦国标一等的收购价格为2500元/吨，和2日的报价持平普通小麦新麦的收购价格为2460元/吨，和2日的报价持平，7月2日无现货成交。 　　沃德面粉普通小麦国标二等的收购价格为2480元/吨，和2日的报价持平普通小麦新麦的收购价格为2500元/吨，和2日的报价持平，7月2日无现货成交。 　　中兴面粉普通小麦国标二等的收购价格为2440元/吨，和2日的报价持平普通小麦新麦的收购价格为2460元/吨，和2日的报价持平，7月2日无现货成交。 　　丰晨制粉普通小麦国标二等的收购价格为2500元/吨，和2日的报价持平普通小麦新麦的收购价格为2420元/吨，和2日的报价持平，7月2日无现货成交。 　　亨源面粉普通小麦国标二等的收购价格为2480元/吨，和2日的报价持平普通小麦新麦的收购价格为2460元/吨，和2日的报价持平，7月2日无现货成交。 　　雪莲面粉普通小麦国标二等的收购价格为2460元/吨，和2日的报价持平普通小麦新麦的收购价格为2400元/吨，和2日的报价持平，7月2日无现货成交。 　　大丰面业普通小麦国标二等的收购价格为2460元/吨，和2日的报价持平普通小麦国标一等的收购价格为2500元/吨，和2日的报价持平普通小麦新麦的收购价格为2460元/吨，和2日的报价持平，7月2日无现货成交。                                            (责任编辑：DF380)"
"7月3日江苏省普通小麦报价小幅上涨","　　淮安市普通小麦国标二等的收购价格为2480元/吨，和2日的报价持平普通小麦新麦的收购价格为2340元/吨，和2日相比上涨了40元/吨，7月2日无现货成交。 　　白龙马普通小麦国标二等的收购价格为2480元/吨，和2日的报价持平普通小麦新麦的收购价格为2400元/吨，和2日的报价持平，7月2日无现货成交。 　　江苏泰兴地区普通小麦国标一等的收购价格为2500元/吨，和2日的报价持平普通小麦新麦的收购价格为2360元/吨，和2日的报价持平，7月2日无现货成交。 　　宇宸面粉普通小麦国标一等的收购价格为2500元/吨，和2日的报价持平普通小麦新麦的收购价格为2300元/吨，和2日的报价持平，7月2日无现货成交。 　　江苏徐州普通小麦国标二等的收购价格为2480元/吨，和2日的报价持平普通小麦新麦的收购价格为2400元/吨，和2日的报价持平，7月2日无现货成交。 　　兴源面粉普通小麦国标二等的收购价格为2460元/吨，和2日的报价持平普通小麦新麦的收购价格为2320元/吨，和2日的报价持平，7月2日无现货成交。 　　新阳春普通小麦国标一等的收购价格为2500元/吨，和2日的报价持平普通小麦新麦的收购价格为2340元/吨，和2日的报价持平，7月2日无现货成交。                                            (责任编辑：DF380)"
"7月3日安徽省普通小麦报价小幅下跌","　　雁湖面粉普通小麦国标二等的收购价格为2480元/吨，和2日的报价持平普通小麦新麦的收购价格为2360元/吨，和2日的报价持平，7月2日无现货成交。 　　占元面粉普通小麦国标一等的收购价格为2500元/吨，和2日的报价持平普通小麦新麦的收购价格为2350元/吨，和2日的报价持平，7月2日无现货成交。 　　安徽阜阳临泉地区普通小麦国标二等的收购价格为2500元/吨，和2日的报价持平普通小麦新麦的收购价格为2360元/吨，和2日的报价持平，7月2日无现货成交。 　　金禾面粉普通小麦新麦的收购价格为2340元/吨，和2日的报价持平，7月2日无现货成交。 　　鑫丰园普通小麦国标三等的收购价格为2440元/吨，和2日的报价持平普通小麦新麦的收购价格为2360元/吨，和2日的报价持平，7月2日无现货成交。 　　淮北市普通小麦国标二等的收购价格为2460元/吨，和2日的报价持平普通小麦新麦的收购价格为2300元/吨，和2日的报价持平，7月2日无现货成交。 　　淮南市普通小麦国标二等的收购价格为2400元/吨，和2日的报价持平普通小麦新麦的收购价格为2360元/吨，和2日的报价持平，7月2日无现货成交。 　　皖王面粉普通小麦国标二等的收购价格为2460元/吨，和2日的报价持平普通小麦新麦的收购价格为2360元/吨，和2日的报价持平，7月2日无现货成交。 　　宿州灵璧普通小麦国标二等的收购价格为2400元/吨，和2日的报价持平普通小麦新麦的收购价格为2300元/吨，和2日的报价持平，7月2日无现货成交。                                            (责任编辑：DF380)"
"7月3日山西省普通小麦报价基本平稳","　　晋城普通小麦国标二等的收购价格为2400元/吨，和2日的报价持平，7月2日无现货成交。                                            (责任编辑：DF380)"
"7月3日河北省普通小麦报价大幅上涨","　　双福面粉普通小麦国标二等的收购价格为2480元/吨，和2日的报价持平普通小麦新麦的收购价格为2440元/吨，和2日的报价持平，7月2日无现货成交。 　　飞鹰面粉普通小麦国标二等的收购价格为2460元/吨，和2日的报价持平普通小麦新麦的收购价格为2440元/吨，和2日的报价持平，7月2日无现货成交。 　　光牌面业普通小麦国标一等的收购价格为2500元/吨，和2日的报价持平普通小麦新麦的收购价格为2460元/吨，和2日的报价持平，7月2日无现货成交。 　　邯雪面业普通小麦国标二等的收购价格为2480元/吨，和2日的报价持平普通小麦国标一等的收购价格为2520元/吨，和2日的报价持平普通小麦新麦的收购价格为2460元/吨，和2日的报价持平，7月2日无现货成交。 　　金牛面粉普通小麦国标二等的收购价格为2460元/吨，和2日的报价持平普通小麦国标一等的收购价格为2500元/吨，和2日的报价持平普通小麦新麦的收购价格为2470元/吨，和2日相比上涨了70元/吨，7月2日无现货成交。 　　白龙面粉普通小麦国标一等的收购价格为2520元/吨，和2日的报价持平普通小麦新麦的收购价格为2360元/吨，和2日的报价持平，7月2日无现货成交。 　　四季雪普通小麦国标一等的收购价格为2520元/吨，和2日的报价持平普通小麦新麦的收购价格为2400元/吨，和2日的报价持平，7月2日无现货成交。 　　晨风面业普通小麦国标二等的收购价格为2500元/吨，和2日的报价持平普通小麦国标一等的收购价格为2520元/吨，和2日的报价持平普通小麦新麦的收购价格为2500元/吨，和2日的报价持平，7月2日无现货成交。 　　二署面业普通小麦国标二等的收购价格为2500元/吨，和2日的报价持平普通小麦国标一等的收购价格为2540元/吨，和2日的报价持平普通小麦新麦的收购价格为2440元/吨，和2日的报价持平，7月2日无现货成交。 　　石家庄鹿泉普通小麦国标一等的收购价格为2520元/吨，和2日的报价持平普通小麦新麦的收购价格为2400元/吨，和2日的报价持平，7月2日无现货成交。 　　玉泉面粉普通小麦国标一等的出厂报价为2520元/吨，和2日的报价持平普通小麦新麦的出厂报价为2400元/吨，和2日的报价持平，7月2日无现货成交。 　　三伟面粉普通小麦国标一等的收购价格为2520元/吨，和2日的报价持平普通小麦新麦的收购价格为2450元/吨，和2日的报价持平，7月2日无现货成交。                                            (责任编辑：DF380)"
"7月3日湖北省普通小麦报价基本平稳","　　同益面粉普通小麦国标二等的收购价格为2400元/吨，和2日的报价持平普通小麦新麦的收购价格为2240元/吨，和2日的报价持平，7月2日无现货成交。                                            (责任编辑：DF380)"
"7月3日河南省普通小麦报价基本平稳","　　辛安面业普通小麦国标三等的停报普通小麦国标一等的收购价格为2620元/吨，和2日的报价持平普通小麦新麦的收购价格为2480元/吨，和2日的报价持平，7月2日无现货成交。 　　纯净粉业普通小麦国标二等的收购价格为2480元/吨，和2日的报价持平普通小麦国标一等的收购价格为2520元/吨，和2日的报价持平普通小麦新麦的收购价格为2420元/吨，和2日的报价持平，7月2日无现货成交。 　　雪丰面粉普通小麦国标三等的收购价格为2480元/吨，和2日的报价持平普通小麦新麦的收购价格为2440元/吨，和2日的报价持平，7月2日无现货成交。 　　河南南阳地区普通小麦国标二等的收购价格为2460元/吨，和2日的报价持平普通小麦新麦的收购价格为2140元/吨，和2日的报价持平，7月2日无现货成交。 　　望嵩面粉普通小麦国标一等的收购价格为2500元/吨，和2日的报价持平普通小麦新麦的收购价格为2340元/吨，和2日的报价持平，7月2日无现货成交。 　　河南濮阳普通小麦国标二等的收购价格为2500元/吨，和2日的报价持平普通小麦国标三等的收购价格为2460元/吨，和2日的报价持平普通小麦新麦的收购价格为2360元/吨，和2日的报价持平，7月2日无现货成交。 　　康佳面业普通小麦国标二等的收购价格为2460元/吨，和2日的报价持平普通小麦国标一等的收购价格为2500元/吨，和2日的报价持平普通小麦新麦的收购价格为2360元/吨，和2日的报价持平，7月2日无现货成交。 　　冠裕粉业普通小麦国标二等的收购价格为2460元/吨，和2日的报价持平普通小麦新麦的收购价格为2380元/吨，和2日的报价持平，7月2日无现货成交。 　　新乡新良普通小麦国标一等的收购价格为2500元/吨，和2日的报价持平普通小麦新麦的收购价格为2400元/吨，和2日的报价持平，7月2日无现货成交。 　　河南信阳普通小麦国标二等的收购价格为2440元/吨，和2日的报价持平普通小麦新麦的收购价格为2340元/吨，和2日的报价持平，7月2日无现货成交。 　　恒泰面业普通小麦国标二等的收购价格为2440元/吨，和2日的报价持平普通小麦新麦的收购价格为1700元/吨，和2日的报价持平，芽麦；7月2日无现货成交。 　　郑州市普通小麦国标二等的收购价格为2460元/吨，和2日的报价持平普通小麦国标一等的收购价格为2520元/吨，和2日的报价持平普通小麦新麦的收购价格为2440元/吨，和2日的报价持平，7月2日无现货成交。 　　众天面业普通小麦国标二等的收购价格为2480元/吨，和2日的报价持平普通小麦新麦的收购价格为2440元/吨，和2日的报价持平，7月2日无现货成交。 　　凯威面粉普通小麦国标二等的收购价格为2420元/吨，和2日的报价持平普通小麦新麦的收购价格为2360元/吨，和2日的报价持平，7月2日无现货成交。                                            (责任编辑：DF380)"
"7月3日陕西省普通小麦报价基本平稳","　　宝鸡普通小麦国标二等的收购价格为2500元/吨，和2日的报价持平，容重770；普通小麦新麦的收购价格为2320元/吨，和2日的报价持平，容重790；7月2日无现货成交。 　　后稷面粉普通小麦国标二等的收购价格为2440元/吨，和2日的报价持平，容重750；7月2日无现货成交。                                            (责任编辑：DF380)"
"7月2日小麦为2430.00元/吨","　　7月2日，小麦参考价为2430.00元/吨，与7月1日持平。                                             (责任编辑：DF120)"
"乌克兰本年度出口粮食3900万吨","　　据乌克兰农业政策部发布消息，2017/2018农业年度乌克兰共出口粮食3900万吨，比原先预测的4100万吨出口量减少了5%。其中，出口小麦1700万吨，玉米1760万吨，大麦420万吨，黑麦3.68万吨，面粉41.24万吨。据悉，2016/2017农业年度乌克兰出口粮食4390万吨。                                            (责任编辑：DF318)"
"2017-2018农业年俄粮食出口量大增48%","　　据俄新社6月28日报道，俄农业部表示，2017-2018农业年(2017年6月1日至2018年6月27日)俄粮食出口量达5,200万吨，同比增长48%。其中，小麦出口4,020万吨，同比增长50%；大麦、玉米和其他农作物出口分别达570万吨、570万吨和36.7万吨，分别同比增长1倍、14%和34%。 　　俄农业部预计2018农业年俄粮食出口将达5,300万吨，其中小麦出口4,000万吨，世界粮食理事会预计2018年俄小麦及粮食出口量将分别位居世界第一和第二位。 　　                                            (责任编辑：DF318)"
"俄罗斯政府将小麦出口零关税政策延长到2018/19年度","　　据俄罗斯总理Dmitry Medvedev称，俄罗斯政府已经将小麦出口零关税政策延长到2018/19年度。 　　市场年度始于7月1日。 　　据俄罗斯农业部称，虽然本年度谷物出口步伐高企，谷物库存高企将对国内市场构成压力。2017/18年度结束时，俄罗斯谷物库存创下历史最高纪录。因此俄罗斯将尽一切努力提高谷物出口。在这样的情况下，政府决定延长小麦零关税政策。 　　俄罗斯在2016年9月23日到2018年7月1日期间一直实施零出口关税政策。此前政府曾在2015年7月1日实施特定关税，2015年10月1日起，小麦出口关税是出口价值的50%，然后减去6500卢布，但是不低于10卢布/吨。                                            (责任编辑：DF318)"
"7月3日美麦到我国口岸完税价下跌","　　芝加哥期货交易所(CBOT)小麦期货周一下跌逾4%，创下一年来最大单日跌幅，交易商表示，因基金和技术卖盘，以及收割压力。在新一个月和新一季首个交易日，大量基金卖盘重压小麦期货。 　　CBOT9月软红冬麦合约收跌21美分，或4.2%，报每蒲式耳4.80-1/4美元，这是自2017年7月13日以来交投最活跃合约的最大单日跌幅。 　　今日下跌尽数抹去周五录得的涨幅，当日因担心法国小麦收成下降而走高。 　　交易商表示，StrategieGrains下调今年法国小麦收成预估逾400万吨，至3,320万吨。这远低于其他市场预估和上年3,660万吨的小麦收成。 　　国际谷物理事会(IGC)周一发布月报称，将全球2018/19年度小麦产量预估下修550万吨，至7.368亿吨，其中俄罗斯小麦产量预估被从7,450万吨下修至7,090万吨。 　　分析机构周一称，俄罗斯上周小麦出口价格小幅上涨，追随CBOT小麦期货价格升势，因担忧法国产量减少。 　　市场收盘后，美国农业部(USDA)公布的每周作物生长报告显示，截至2018-7月1日当周，美国春麦优良率为77%，高于预期的76%，较此前一周持平，去年同期为37%。 　　今日CBOT小麦期货预估成交量为144,866手。 　　堪萨斯城交易所(KCBT)9月硬红冬麦合约收跌17-3/4美分，结算价报每蒲式耳4.70-3/4美元。 　　明尼阿波利斯谷物交易所(MGEX)9月硬红春麦合约收跌9-3/4美分，结算价报每蒲式耳5.27美元。 　　9月交货的美国2号软红冬小麦FOB价格为198.5美元/吨，合人民币1320元/吨；到中国口岸完税后总成本约为1866元/吨，较上日跌40元/吨，比去年同期跌136元/吨。                                            (责任编辑：DF318)"
"观察人士：休眠期货品种退市应成为制度安排","摘要            中国资本市场中，A股和新三板市场退市制度已日臻成熟。然而在商品期货市场，退市依然步履维艰。流水不腐，户枢不蠹。一个良性的市场，只有进出顺畅，才能保持活跃和吸引力，才能在未来的开放中保持竞争力。让一些无法激活的休眠品种早日退市，应尽快上升到期货市场制度建设层面。                             　　中国资本市场中，A股和新三板市场退市制度已日臻成熟。然而在商品期货市场，退市依然步履维艰。流水不腐，户枢不蠹。一个良性的市场，只有进出顺畅，才能保持活跃和吸引力，才能在未来的开放中保持竞争力。让一些无法激活的休眠品种早日退市，应尽快上升到期货市场制度建设层面。 　　中国期货业协会日前公布的上半年期货品种成交情况显示，与苹果期货6月单月成交1.67万亿元的火爆相比，燃料油、普麦和纤维板6月份成交量均为0，并且整个上半年这3个期货品种成交都很少，燃料油期货累计成交2手，普麦成交17手，纤维板成交27手。和期货市场成交总14亿手相比，这3个品种的成交量几乎可以忽略不计。 　　当然，成交量占比较小的还有线材期货、粳稻期货和胶合板期货等几个品种。 　　这些品种为什么会沦为休眠品种呢？细究背后的成因无非有三：市场消费结构变化、实体经济缺少保值需求、合约不利于投机资金介入，一句话，是上述期货品种与其上市的初衷已相背离或者发生了根本变化，已经不适应变化后的市场，逐渐被市场所抛弃。 　　休眠期货品种的出现，不仅考验着期货市场的设计者，更考验着商品期货制度的完善程度。对于已经失去存在价值的休眠期货品种，监管部门应该尽快从制度设计层面对其进行合理的处置。 　　近期，上海期货交易所就开始着手激活燃料油期货，将交易单位从“50吨/手”修改为“10吨/手”；将交割品级修改为RMG 380船用燃料油等。燃料油新合约能否复活，还有待市场的最终检验。 　　对于无法激活的品种，要坚决予以退市。让失去存在价值的商品期货品种退市，可以倒逼期货品种设计者在推出新品种之初给予更长远的思考。同时，让失去存在价值的期货品种坚决退市，可以把宝贵的资源让给更有需求的商品行业。目前，我国期货品种上市实行的是审批制，新的期货品种上市需要由国务院进行审批通过，每个期货品种上市，期货交易所需要协调大量的工作，交易所在情感上并不希望自己的“孩子”退市。因此，在引入退市制度的同时，将期货品种上市制度改为国际成熟市场通行的注册制，赋予期货交易所更大的自主权也应同步纳入考虑范围。 　　制度化淘汰失去价值的标的或品种，早已是国际市场的通行做法。当下，中国金融行业开放力度越来越大，外资投行“狼来了”，证券期货行业面临的竞争首当其冲，将我国从期货大国打造成期货强国，商品期货也必须破除只进不出的非市场化行为。 　　党的十九大报告明确指出，要“深化金融体制改革，增强金融服务实体经济能力”。我们唯有在坚持市场化改革的前提下，让商品期货市场进出顺畅自如，商品期货才能真实反映实体产业的需求和状态，才能更好地服务于实体经济，为中国改革开放取得更大成绩做出期货市场应有的贡献。                                            (责任编辑：DF318)"
"7月2日广东省花生油料米报价基本平稳","　　中山益生花生油料米统米的入厂报价为3.45元/斤，和29日的报价持平，麦茬白沙；6月29日无现货成交。                                            (责任编辑：DF387)"
"7月2日河南省花生油料米报价基本平稳","　　内黄卞庄花生油料米统米的收购价格为3元/斤，和29日的报价持平，花豫；6月29日无现货成交。 　　鹤壁浚县善堂镇花生油料米统米的收购价格为2.8元/斤，和29日的报价持平，6月29日无现货成交。 　　焦作武陟花生油料米统米的收购价格为3.4元/斤，和29日的报价持平，6月29日无现货成交。 　　开封通许花生油料米统米的收购价格为2.7元/斤，和29日的报价持平，大杂米；6月29日无现货成交。 　　开封龙大花生原料米统米的出厂报价为2.95元/斤，和29日的报价持平，鲁花8号统装原料米；6月29日无现货成交。 　　南召皇路店花生原料米统米的收购价格为3.3元/斤，和29日的报价持平，6月29日无现货成交。 　　南阳卧龙区石桥镇花生油料米统米的收购价格为3.5元/斤，和29日的报价持平，春白沙通米；6月29日无现货成交。 　　商丘宁陵花生油料米统米的收购价格为3.25元/斤，和29日的报价持平，6月29日无现货成交。 　　郑州中牟花生油料米统米的入厂报价为3.1元/斤，和29日的报价持平，6月29日无现货成交。 　　驻马店确山花生原料米白沙7筛的收购价格为3.4元/斤，和29日的报价持平，麦茬；花生原料米统米的收购价格为3.05元/斤，和29日的报价持平，麦茬白沙；6月29日无现货成交。 　　驻马店正阳花生原料米统米的收购价格为3.3元/斤，和29日的报价持平，6月29日无现货成交。                                            (责任编辑：DF387)"
"7月2日安徽省花生油料米报价基本平稳","　　蚌埠固镇花生油料米统米的入厂报价为2.83元/斤，和29日的报价持平，鲁花；花生油料米统米的收购价格为2.7元/斤，和29日的报价持平，花豫；6月29日无现货成交。花生原料米统米的入厂报价为3.1元/斤，和29日的报价持平，鲁花通货米；6月29日无现货成交。 　　蚌埠五河花生原料米统米的入厂报价为3.3元/斤，和29日的报价持平，6月29日无现货成交。 　　亳州蒙城花生原料米统米的入厂报价为3.2元/斤，和29日的报价持平，白沙；花生原料米统米的收购价格为2.85元/斤，和29日的报价持平，海花麦茬；6月29日无现货成交。 　　宿州泗县花生油料米统米的出厂报价为3.05元/斤，和29日的报价持平，6月29日无现货成交。花生原料米白沙8筛的收购价格为3.85元/斤，和29日的报价持平花生原料米统米的收购价格为3.15元/斤，和29日的报价持平，6月29日无现货成交。 　　灵壁县花生原料米统米的收购价格为2.85元/斤，和29日的报价持平，鲁花8号通货米；6月29日无现货成交。                                            (责任编辑：DF387)"
"7月2日CBOT小麦电子盘收盘报价","合约名称开盘价最高价最低价收盘价涨跌成交量持仓量昨日结算ZW1807497.25505497.25503.255.75313312497.5ZW1809501.25509.75496504.53.2515616193773501.25ZW1812517.25525.5512.5521.254.55313160512516.75ZW1903532.55415295374.75185551806532.25ZW1905543.5552.5541.75548.254.544311919543.75ZW1907551.25557.25545.5553.5535029945548.5ZW1909558563.5553.75563.57335027556.5ZW1912568.25575.75567.75575.757416716568.75ZW2003576.75581.5576.75581.54.75161311576.75ZW2007584584583.558454492579 　　                                            (责任编辑：DF155)"
"7月2日郑商所强麦期货收盘报价","合约名称开盘价最高价最低价收盘价涨跌成交量持仓量昨日结算WH18092563257025532558-4101459002562WH19012676267626492649-1627838002665WH1905266026602660266042382656                                            (责任编辑：DF155)"
"7月2日郑商所普通小麦期货收盘报价","合约名称开盘价最高价最低价收盘价涨跌成交量持仓量昨日结算PM18092601260122802480725062408                                            (责任编辑：DF155)"
"7月2日CBOT燕麦期货收盘报价","合约名称开盘价最高价最低价收盘价涨跌成交量持仓量昨日结算ZO1807248254245.5254-51464250.5ZO1809240.25241234.5234.5-3.25831667240ZO1812247.25247.25239.75240.5-51383011245                                            (责任编辑：DF155)"
"7月2日MGEX硬春小麦期货收盘报价","合约名称开盘价最高价最低价收盘价涨跌成交量持仓量昨日结算MW1807524.5524.5512512-8.5538426521.5MW1809536.75544.25525.75528-8.251008926963536.75MW1812555.25562543545.75-10379215456554.5MW1903573577559.75561-8.513445928570.5MW1905581.5581.5571571.5-7.56212069580.5MW1907588588581584.5-7.752491178590MW1909595.25595.25590.25590.25-6.5313570598.5                                            (责任编辑：DF155)"
"7月2日河南省普通小麦报价小幅上涨","　　辛安面业普通小麦国标三等的停报普通小麦国标一等的收购价格为2620元/吨，和29日的报价持平普通小麦新麦的收购价格为2480元/吨，和29日的报价持平，6月29日无现货成交。 　　纯净粉业普通小麦国标二等的收购价格为2480元/吨，和29日的报价持平普通小麦国标一等的收购价格为2520元/吨，和29日的报价持平普通小麦新麦的收购价格为2420元/吨，和29日的报价持平，6月29日无现货成交。 　　雪丰面粉普通小麦国标三等的收购价格为2480元/吨，和29日的报价持平普通小麦新麦的收购价格为2440元/吨，和29日的报价持平，6月29日无现货成交。 　　河南南阳地区普通小麦国标二等的收购价格为2460元/吨，和29日的报价持平普通小麦新麦的收购价格为2140元/吨，和29日的报价持平，6月29日无现货成交。 　　望嵩面粉普通小麦国标一等的收购价格为2500元/吨，和29日的报价持平普通小麦新麦的收购价格为2340元/吨，和29日的报价持平，6月29日无现货成交。 　　河南濮阳普通小麦国标二等的收购价格为2500元/吨，和29日的报价持平普通小麦国标三等的收购价格为2460元/吨，和29日的报价持平普通小麦新麦的收购价格为2360元/吨，和29日的报价持平，6月29日无现货成交。 　　康佳面业普通小麦国标二等的收购价格为2460元/吨，和29日的报价持平普通小麦国标一等的收购价格为2500元/吨，和29日的报价持平普通小麦新麦的收购价格为2360元/吨，和29日的报价持平，6月29日无现货成交。 　　冠裕粉业普通小麦国标二等的收购价格为2460元/吨，和29日的报价持平普通小麦新麦的收购价格为2380元/吨，和29日相比上涨了40元/吨，6月29日无现货成交。 　　新乡新良普通小麦国标一等的收购价格为2500元/吨，和29日的报价持平普通小麦新麦的收购价格为2400元/吨，和29日的报价持平，6月29日无现货成交。 　　河南信阳普通小麦国标二等的收购价格为2440元/吨，和29日的报价持平普通小麦新麦的收购价格为2340元/吨，和29日的报价持平，6月29日无现货成交。 　　恒泰面业普通小麦国标二等的收购价格为2440元/吨，和29日的报价持平普通小麦新麦的收购价格为1700元/吨，和29日的报价持平，芽麦；6月29日无现货成交。 　　郑州市普通小麦国标二等的收购价格为2460元/吨，和29日的报价持平普通小麦国标一等的收购价格为2520元/吨，和29日的报价持平普通小麦新麦的收购价格为2440元/吨，和29日的报价持平，6月29日无现货成交。 　　众天面业普通小麦国标二等的收购价格为2480元/吨，和29日的报价持平普通小麦新麦的收购价格为2440元/吨，和29日的报价持平，6月29日无现货成交。 　　凯威面粉普通小麦国标二等的收购价格为2420元/吨，和29日的报价持平普通小麦新麦的收购价格为2360元/吨，和29日的报价持平，6月29日无现货成交。                                            (责任编辑：DF380)"
